ORDER_NUMBER,CUSTOMER_KEY,ORDER_TOTAL,DISCOUNT,ORDER_DATE,ORDER_STATUS,DELIVERY_STATUS
O112406,C12940,661.81,0,22-04-2016,Delivered,ON-TIME
O112407,C11695,2280.93,0,30-04-2016,Delivered,ON-TIME
O112408,C11178,737.66,0,22-04-2016,Delivered,LATE
O112409,C10678,127.5,0,22-04-2016,Delivered,ON-TIME
O112410,C12895,1202.03,0,22-04-2016,Delivered,ON-TIME
O112411,C12941,1504.16,0,22-04-2016,Delivered,ON-TIME
O112412,C11900,391.85,0,22-04-2016,Delivered,ON-TIME
O112413,C12942,0,0,22-04-2016,Delivered,ON-TIME
O112414,C11901,1277.08,0,22-04-2016,Delivered,ON-TIME
O112415,C11044,1125.54,0,22-04-2016,Delivered,ON-TIME
O112416,C10177,590.9,0,22-04-2016,Delivered,ON-TIME
O112417,C12943,630.36,0,22-04-2016,Delivered,ON-TIME
O112418,C11557,1183.2,0,22-04-2016,Delivered,ON-TIME
O112419,C12945,1041.11,0,22-04-2016,Delivered,ON-TIME
O112420,C12946,1158.85,0,22-04-2016,Delivered,ON-TIME
O112421,C10698,1622.22,0,22-04-2016,Delivered,ON-TIME
O112422,C12947,856.88,0,23-04-2016,Delivered,ON-TIME
O112423,C11356,519.69,0,22-04-2016,Delivered,ON-TIME
O112424,C12948,81.22,0,22-04-2016,Delivered,ON-TIME
O112425,C12949,1028.5,0,23-04-2016,Delivered,ON-TIME
O112426,C12950,1171.51,0,22-04-2016,Delivered,LATE
O112427,C12951,628.49,0,23-04-2016,Delivered,ON-TIME
O112428,C12952,626.89,0,23-04-2016,Delivered,ON-TIME
O112429,C12953,1162.8,0,23-04-2016,Delivered,ON-TIME
O112430,C12954,496.91,0,23-04-2016,Delivered,ON-TIME
O112431,C12955,44.55,0,23-04-2016,Delivered,ON-TIME
O112432,C12956,234.6,0,23-04-2016,Delivered,ON-TIME
O112433,C12957,1100.24,0,23-04-2016,Delivered,ON-TIME
O112434,C12958,0,0,22-04-2016,Delivered,ON-TIME
O112435,C10441,609.45,0,22-04-2016,Delivered,ON-TIME
O112436,C12959,1041.47,0,22-04-2016,Delivered,ON-TIME
O112437,C12960,612.36,0,22-04-2016,Delivered,ON-TIME
O112438,C10550,705.93,0,22-04-2016,Delivered,ON-TIME
O112439,C12909,360.4,0,22-04-2016,Delivered,ON-TIME
O112440,C12662,183.6,0,22-04-2016,Delivered,ON-TIME
O112441,C12627,107.1,0,22-04-2016,Delivered,ON-TIME
O112442,C10975,285.65,0,22-04-2016,Delivered,ON-TIME
O112443,C12962,270.81,0,22-04-2016,Delivered,ON-TIME
O112444,C12963,1047.93,0,22-04-2016,Delivered,LATE
O112445,C10983,121.55,0,22-04-2016,Delivered,ON-TIME
O112446,C12964,188.79,0,22-04-2016,Delivered,ON-TIME
O112447,C10375,1190,0,22-04-2016,Delivered,ON-TIME
O112448,C12965,292.87,0,22-04-2016,Delivered,ON-TIME
O112449,C12966,277.31,0,22-04-2016,Delivered,ON-TIME
O112450,C10085,1632.57,0,22-04-2016,Delivered,ON-TIME
O112451,C12967,0,0,22-04-2016,Delivered,ON-TIME
O112452,C12241,306.61,0,22-04-2016,Delivered,ON-TIME
O112453,C12968,942.6,0,22-04-2016,Delivered,ON-TIME
O112454,C11023,60.1,0,22-04-2016,Delivered,ON-TIME
O112455,C1001189,512.52,0,22-04-2016,Delivered,ON-TIME
O112456,C10377,221.85,0,22-04-2016,Delivered,ON-TIME
O112457,C12752,731.47,0,22-04-2016,Delivered,ON-TIME
O112458,C10944,957.17,0,22-04-2016,Delivered,ON-TIME
O112459,C12969,950.04,0,22-04-2016,Delivered,ON-TIME
O112460,C10118,26.78,0,22-04-2016,Delivered,ON-TIME
O112461,C100662,631.44,0,22-04-2016,Delivered,ON-TIME
O112462,C12970,1555.56,0,22-04-2016,Delivered,LATE
O112463,C12971,845.03,0,22-04-2016,Delivered,ON-TIME
O112464,C10402,1793.93,0,22-04-2016,Delivered,ON-TIME
O112465,C12972,767.14,0,23-04-2016,Delivered,ON-TIME
O112466,C10099,672.15,0,22-04-2016,Delivered,ON-TIME
O112467,C12973,0,0,22-04-2016,Delivered,ON-TIME
O112468,C10182,338.35,0,22-04-2016,Delivered,ON-TIME
O112469,C12974,0,0,22-04-2016,Delivered,ON-TIME
O112470,C12975,329.39,0,22-04-2016,Delivered,ON-TIME
O112471,C12976,313.74,0,22-04-2016,Delivered,ON-TIME
O112472,C10546,0,NULL,22-04-2016,Delivered,ON-TIME
O112473,C11796,66.85,0,22-04-2016,Delivered,ON-TIME
O112474,C12977,438.6,0,22-04-2016,Delivered,ON-TIME
O112475,C1002071,603.5,0,22-04-2016,Delivered,ON-TIME
O112476,C12978,339.46,0,22-04-2016,Delivered,ON-TIME
O112477,C10563,1105.51,0,22-04-2016,Delivered,ON-TIME
O112478,C12979,422.55,0,24-04-2016,Delivered,ON-TIME
O112479,C12980,361.25,0,22-04-2016,Delivered,ON-TIME
O112480,C11869,319.33,0,22-04-2016,Delivered,LATE
O112481,C12981,665.55,0,22-04-2016,Delivered,ON-TIME
O112482,C12983,0,0,22-04-2016,Delivered,ON-TIME
O112483,C12982,84.49,0,22-04-2016,Delivered,ON-TIME
O112484,C10106,1028.93,0,25-04-2016,Delivered,ON-TIME
O112485,C12984,324.83,0,22-04-2016,Delivered,ON-TIME
O112486,C12985,167.21,0,22-04-2016,Delivered,ON-TIME
O112487,C10162,131.67,0,22-04-2016,Delivered,ON-TIME
O112488,C1001270,5789.77,0,22-04-2016,Delivered,ON-TIME
O112489,C11076,5210.99,0,22-04-2016,Delivered,ON-TIME
O112490,C11079,270.3,0,22-04-2016,Delivered,ON-TIME
O112491,C10634,1219.17,0,22-04-2016,Delivered,ON-TIME
O112492,C12523,1058.38,0,22-04-2016,Delivered,ON-TIME
O112493,C12986,738.23,0,22-04-2016,Delivered,ON-TIME
O112494,C100282,1063.33,0,23-04-2016,Delivered,ON-TIME
O112495,C12987,401.09,0,23-04-2016,Delivered,ON-TIME
O112496,C12988,444.69,0,23-04-2016,Delivered,ON-TIME
O112497,C12989,92.65,0,23-04-2016,Delivered,ON-TIME
O112498,C12990,409.71,0,23-04-2016,Delivered,LATE
O112499,C12991,399.5,0,23-04-2016,Delivered,ON-TIME
O112500,C12992,1021.92,0,23-04-2016,Delivered,ON-TIME
O112501,C12993,458.27,0,23-04-2016,Delivered,ON-TIME
O112502,C12994,752.43,0,23-04-2016,Delivered,ON-TIME
O112503,C12249,340,0,23-04-2016,Delivered,ON-TIME
O112504,C12760,246.5,0,23-04-2016,Delivered,ON-TIME
O112505,C12581,122.74,0,23-04-2016,Delivered,ON-TIME
O112506,C11289,520.2,0,23-04-2016,Delivered,ON-TIME
O112507,C12308,984.67,0,23-04-2016,Delivered,ON-TIME
O112508,C12659,1790.03,0,23-04-2016,Delivered,ON-TIME
O112509,C10408,449.6,0,23-04-2016,Delivered,ON-TIME
O112510,C12278,300.94,0,23-04-2016,Delivered,ON-TIME
O112511,C1001577,688.5,0,23-04-2016,Delivered,ON-TIME
O112512,C10140,637.08,0,23-04-2016,Delivered,ON-TIME
O112513,C10116,239.74,0,23-04-2016,Delivered,ON-TIME
O112514,C11847,3821.94,0,23-04-2016,Delivered,ON-TIME
O112515,C12995,194.23,0,23-04-2016,Delivered,ON-TIME
O112516,C12996,177.65,0,23-04-2016,Delivered,LATE
O112517,C12998,539.05,0,23-04-2016,Delivered,ON-TIME
O112518,C12997,3356.69,0,23-04-2016,Delivered,ON-TIME
O112519,C12999,375.22,0,23-04-2016,Delivered,ON-TIME
O112520,C11424,562.69,0,23-04-2016,Delivered,ON-TIME
O112521,C11783,1811.77,0,23-04-2016,Delivered,ON-TIME
O112522,C13000,193.55,0,23-04-2016,Delivered,ON-TIME
O112523,C13001,919.93,0,25-04-2016,Delivered,ON-TIME
O112524,C12112,1333.57,0,23-04-2016,Delivered,ON-TIME
O112525,C13002,356.36,0,23-04-2016,Delivered,ON-TIME
O112526,C11562,1041.42,0,23-04-2016,Delivered,ON-TIME
O112527,C10146,1293.7,0,23-04-2016,Delivered,ON-TIME
O112528,C13003,18.41,0,24-04-2016,Delivered,ON-TIME
O112529,C1001983,295.8,0,23-04-2016,Delivered,ON-TIME
O112530,C12278,63.45,0,23-04-2016,Delivered,ON-TIME
O112531,C12877,1882.16,0,23-04-2016,Delivered,ON-TIME
O112532,C12888,0,0,23-04-2016,Delivered,ON-TIME
O112533,C12112,62.9,0,23-04-2016,Delivered,ON-TIME
O112534,C10505,733.23,0,23-04-2016,Delivered,LATE
O112535,C11601,876.02,0,23-04-2016,Delivered,ON-TIME
O112536,C13004,1932.34,0,23-04-2016,Delivered,ON-TIME
O112537,C13005,61.16,0,23-04-2016,Delivered,ON-TIME
O112538,C11279,89.25,0,23-04-2016,Delivered,ON-TIME
O112539,C10902,2349.52,0,23-04-2016,Delivered,ON-TIME
O112540,C11179,590.34,0,23-04-2016,Delivered,ON-TIME
O112541,C12722,252.11,0,23-04-2016,Delivered,ON-TIME
O112542,C12365,433.5,0,23-04-2016,Delivered,ON-TIME
O112543,C11986,890.46,0,27-04-2016,Delivered,ON-TIME
O112544,C10050,484.5,0,23-04-2016,Delivered,ON-TIME
O112545,C10654,267.75,0,23-04-2016,Delivered,ON-TIME
O112546,C13007,987.17,0,23-04-2016,Delivered,ON-TIME
O112547,C13008,1601.15,0,23-04-2016,Delivered,ON-TIME
O112548,C13006,2357.48,0,23-04-2016,Delivered,ON-TIME
O112549,C13010,148.17,0,23-04-2016,Delivered,ON-TIME
O112550,C13011,695.78,0,24-04-2016,Delivered,ON-TIME
O112551,C12980,754.8,0,23-04-2016,Delivered,ON-TIME
O112552,C13012,340.3,0,23-04-2016,Delivered,LATE
O112553,C11197,328.1,0,23-04-2016,Delivered,ON-TIME
O112554,C1002041,451.35,0,23-04-2016,Delivered,ON-TIME
O112555,C10863,1514.72,0,23-04-2016,Delivered,ON-TIME
O112556,C12861,177.78,0,23-04-2016,Delivered,ON-TIME
O112557,C12829,1785,0,23-04-2016,Delivered,ON-TIME
O112558,C13013,287.77,0,23-04-2016,Delivered,ON-TIME
O112559,C10282,867,0,23-04-2016,Delivered,ON-TIME
O112560,C13014,911.12,0,23-04-2016,Delivered,ON-TIME
O112561,C1001519,4131.33,0,23-04-2016,Delivered,ON-TIME
O112562,C10488,2412.81,0,23-04-2016,Delivered,ON-TIME
O112563,C13015,467.5,0,23-04-2016,Delivered,ON-TIME
O112564,C11454,59.5,0,23-04-2016,Delivered,ON-TIME
O112565,C1001816,607.82,0,23-04-2016,Delivered,ON-TIME
O112566,C11455,446.68,0,23-04-2016,Delivered,ON-TIME
O112567,C10175,355.3,0,23-04-2016,Delivered,ON-TIME
O112568,C10213,1959.25,0,23-04-2016,Delivered,ON-TIME
O112569,C12892,616.39,0,23-04-2016,Delivered,ON-TIME
O112570,C10826,995.49,0,23-04-2016,Delivered,LATE
O112571,C13016,111.33,0,23-04-2016,Delivered,ON-TIME
O112572,C11770,835.48,0,23-04-2016,Delivered,ON-TIME
O112573,C11134,2505.8,0,23-04-2016,Delivered,ON-TIME
O112574,C10457,420.46,0,23-04-2016,Delivered,ON-TIME
O112575,C11066,174.97,0,23-04-2016,Delivered,ON-TIME
O112576,C11889,2350.93,0,23-04-2016,Delivered,ON-TIME
O112577,C11980,185.3,0,23-04-2016,Delivered,ON-TIME
O112578,C1001462,167.62,0,23-04-2016,Delivered,ON-TIME
O112579,C10449,649.62,0,23-04-2016,Delivered,ON-TIME
O112580,C11804,1099.51,0,23-04-2016,Delivered,ON-TIME
O112581,C1001173,1084.39,0,23-04-2016,Delivered,ON-TIME
O112582,C11775,0,0,23-04-2016,Delivered,ON-TIME
O112583,C11059,526.58,0,23-04-2016,Delivered,ON-TIME
O112584,C10972,944.21,0,23-04-2016,Delivered,ON-TIME
O112585,C12857,380.8,0,23-04-2016,Delivered,ON-TIME
O112586,C1001056,1040.77,0,23-04-2016,Delivered,ON-TIME
O112587,C12858,433.5,0,23-04-2016,Delivered,ON-TIME
O112588,C13017,0,0,23-04-2016,Delivered,LATE
O112589,C13018,745.5,0,23-04-2016,Delivered,ON-TIME
O112590,C13019,580.54,0,23-04-2016,Delivered,ON-TIME
O112591,C10327,437.12,0,23-04-2016,Delivered,ON-TIME
O112592,C13020,861.66,0,24-04-2016,Delivered,ON-TIME
O112593,C13021,614.3,0,24-04-2016,Delivered,ON-TIME
O112594,C13022,182.75,0,24-04-2016,Delivered,ON-TIME
O112595,C11644,7591.74,0,23-04-2016,Delivered,ON-TIME
O112596,C13023,4668.34,0,23-04-2016,Delivered,ON-TIME
O112597,C10398,0,0,23-04-2016,Delivered,ON-TIME
O112598,C12546,85.85,0,23-04-2016,Delivered,ON-TIME
O112599,C13024,1301.35,0,23-04-2016,Delivered,ON-TIME
O112600,C13025,808.15,0,24-04-2016,Delivered,ON-TIME
O112601,C13026,594.69,0,24-04-2016,Delivered,ON-TIME
O112602,C13027,263.5,0,24-04-2016,Delivered,ON-TIME
O112603,C13028,257.88,0,24-04-2016,Delivered,ON-TIME
O112604,C10934,2025.43,0,23-04-2016,Delivered,ON-TIME
O112605,C10459,461.82,0,23-04-2016,Delivered,ON-TIME
O112606,C10753,1356.61,0,23-04-2016,Delivered,LATE
O112607,C10754,1623.34,0,23-04-2016,Delivered,ON-TIME
O112608,C13029,1101.77,0,24-04-2016,Delivered,ON-TIME
O112609,C13030,331.08,0,24-04-2016,Delivered,ON-TIME
O112610,C13031,1338.75,0,24-04-2016,Delivered,ON-TIME
O112611,C13032,246.84,0,24-04-2016,Delivered,ON-TIME
O112612,C13033,0,0,23-04-2016,Delivered,ON-TIME
O112613,C13034,0,0,24-04-2016,Delivered,ON-TIME
O112614,C10775,1239.24,0,24-04-2016,Delivered,ON-TIME
O112615,C10681,461.52,0,24-04-2016,Delivered,ON-TIME
O112616,C11817,258.51,0,24-04-2016,Delivered,ON-TIME
O112617,C13037,376.13,0,24-04-2016,Delivered,ON-TIME
O112618,C13038,391.87,0,24-04-2016,Delivered,ON-TIME
O112619,C13039,545.7,0,24-04-2016,Delivered,ON-TIME
O112620,C10879,8055.2,0,24-04-2016,Delivered,ON-TIME
O112621,C11847,212.5,0,24-04-2016,Delivered,ON-TIME
O112622,C10396,138.55,0,24-04-2016,Delivered,ON-TIME
O112623,C13040,497.25,0,25-04-2016,Delivered,ON-TIME
O112624,C10222,282.72,0,24-04-2016,Delivered,LATE
O112625,C13041,666.89,0,24-04-2016,Delivered,ON-TIME
O112626,C11066,303.45,0,24-04-2016,Delivered,ON-TIME
O112627,C13042,551.01,0,24-04-2016,Delivered,ON-TIME
O112628,C10333,2886.09,0,24-04-2016,Delivered,ON-TIME
O112629,C11594,302.94,0,24-04-2016,Delivered,ON-TIME
O112630,C10631,667.91,0,24-04-2016,Delivered,ON-TIME
O112631,C13043,1319.47,0,24-04-2016,Delivered,ON-TIME
O112632,C11424,334.05,0,24-04-2016,Delivered,ON-TIME
O112633,C13044,1366.41,0,24-04-2016,Delivered,ON-TIME
O112634,C11194,450.08,0,24-04-2016,Delivered,ON-TIME
O112635,C11243,599.25,0,24-04-2016,Delivered,ON-TIME
O112636,C13045,703.12,0,24-04-2016,Delivered,ON-TIME
O112637,C10385,282.04,0,24-04-2016,Delivered,ON-TIME
O112638,C13046,297.24,0,24-04-2016,Delivered,ON-TIME
O112639,C13047,1149.82,0,24-04-2016,Delivered,ON-TIME
O112640,C13048,1123.69,0,25-04-2016,Delivered,ON-TIME
O112641,C11134,531.25,0,24-04-2016,Delivered,ON-TIME
O112642,C13049,210.8,0,24-04-2016,Delivered,LATE
O112643,C13050,492.24,0,24-04-2016,Delivered,ON-TIME
O112644,C11516,339.15,0,24-04-2016,Delivered,ON-TIME
O112645,C1002159,197.97,0,24-04-2016,Delivered,ON-TIME
O112646,C100625,505.75,0,24-04-2016,Delivered,ON-TIME
O112647,C10382,469.3,0,24-04-2016,Delivered,ON-TIME
O112648,C13051,556.12,0,24-04-2016,Delivered,ON-TIME
O112649,C10908,5138.05,0,24-04-2016,Delivered,ON-TIME
O112650,C10705,752.88,0,24-04-2016,Delivered,ON-TIME
O112651,C12428,1174.79,0,24-04-2016,Delivered,ON-TIME
O112652,C13052,904.71,0,24-04-2016,Delivered,ON-TIME
O112653,C10705,168.72,0,24-04-2016,Delivered,ON-TIME
O112654,C13053,181.64,0,24-04-2016,Delivered,ON-TIME
O112655,C10329,462.14,0,24-04-2016,Delivered,ON-TIME
O112656,C13054,80.64,0,24-04-2016,Delivered,ON-TIME
O112657,C13055,74.09,0,24-04-2016,Delivered,ON-TIME
O112658,C13056,0,0,24-04-2016,Delivered,ON-TIME
O112659,C13057,431.81,0,25-04-2016,Delivered,ON-TIME
O112660,C13058,473.24,0,25-04-2016,Delivered,LATE
O112661,C13059,107.2,0,24-04-2016,Delivered,ON-TIME
O112662,C13060,247.7,0,24-04-2016,Delivered,ON-TIME
O112663,C13061,276.25,0,24-04-2016,Delivered,ON-TIME
O112664,C13062,293.68,0,24-04-2016,Delivered,ON-TIME
O112665,C13063,1629.35,0,24-04-2016,Delivered,ON-TIME
O112666,C13064,186.15,0,24-04-2016,Delivered,ON-TIME
O112667,C13065,168.3,0,24-04-2016,Delivered,ON-TIME
O112668,C13066,314.5,0,24-04-2016,Delivered,ON-TIME
O112669,C12191,209.53,0,24-04-2016,Delivered,ON-TIME
O112670,C10759,476.85,0,24-04-2016,Delivered,ON-TIME
O112671,C1002008,677.55,0,24-04-2016,Delivered,ON-TIME
O112672,C13067,170.85,0,24-04-2016,Delivered,ON-TIME
O112673,C13068,3165.62,0,24-04-2016,Delivered,ON-TIME
O112674,C13069,0,0,24-04-2016,Delivered,ON-TIME
O112675,C13070,694.88,0,24-04-2016,Delivered,ON-TIME
O112676,C100905,858.5,0,24-04-2016,Delivered,ON-TIME
O112677,C10460,886.02,0,24-04-2016,Delivered,ON-TIME
O112678,C10453,382.5,0,24-04-2016,Delivered,LATE
O112679,C10857,347.18,0,24-04-2016,Delivered,ON-TIME
O112680,C13071,0,0,24-04-2016,Delivered,ON-TIME
O112681,C13072,816.43,0,24-04-2016,Delivered,ON-TIME
O112682,C10824,103.7,0,24-04-2016,Delivered,ON-TIME
O112683,C13073,461.52,0,25-04-2016,Delivered,ON-TIME
O112684,C13074,530.83,0,24-04-2016,Delivered,ON-TIME
O112685,C13075,2123.87,0,24-04-2016,Delivered,ON-TIME
O112686,C13076,206.11,0,24-04-2016,Delivered,ON-TIME
O112687,C13077,254.85,0,24-04-2016,Delivered,ON-TIME
O112688,C13078,2565.29,0,24-04-2016,Delivered,ON-TIME
O112689,C13079,439.76,0,24-04-2016,Delivered,ON-TIME
O112690,C13080,0,0,24-04-2016,Delivered,ON-TIME
O112691,C13081,658.39,0,24-04-2016,Delivered,ON-TIME
O112692,C13082,606.32,0,24-04-2016,Delivered,ON-TIME
O112693,C13083,244.63,0,24-04-2016,Delivered,ON-TIME
O112694,C13084,252.05,0,24-04-2016,Delivered,ON-TIME
O112695,C13085,794.96,0,25-04-2016,Delivered,ON-TIME
O112696,C10688,263.64,0,24-04-2016,Delivered,LATE
O112697,C11651,851.28,0,24-04-2016,Delivered,ON-TIME
O112698,C11652,924.38,0,24-04-2016,Delivered,ON-TIME
O112699,C12297,228.65,0,24-04-2016,Delivered,ON-TIME
O112700,C11649,682.69,0,24-04-2016,Delivered,ON-TIME
O112701,C13086,669.58,0,24-04-2016,Delivered,ON-TIME
O112702,C13087,76.91,0,24-04-2016,Delivered,ON-TIME
O112703,C13088,262.57,0,24-04-2016,Delivered,ON-TIME
O112704,C11606,183.5,0,24-04-2016,Delivered,ON-TIME
O112705,C13089,296.75,0,25-04-2016,Delivered,ON-TIME
O112706,C13090,869.92,0,25-04-2016,Delivered,ON-TIME
O112707,C13091,830.31,0,25-04-2016,Delivered,ON-TIME
O112708,C13092,374.85,0,25-04-2016,Delivered,ON-TIME
O112709,C13093,139.61,0,24-04-2016,Delivered,ON-TIME
O112710,C13094,100.51,0,24-04-2016,Delivered,ON-TIME
O112711,C13095,2276.36,0,25-04-2016,Delivered,ON-TIME
O112712,C13096,252.45,0,25-04-2016,Delivered,ON-TIME
O112713,C13097,82.88,0,25-04-2016,Delivered,ON-TIME
O112714,C13098,249.49,0,25-04-2016,Delivered,LATE
O112715,C13099,417.39,0,24-04-2016,Delivered,ON-TIME
O112716,C13100,518.93,0,24-04-2016,Delivered,ON-TIME
O112717,C10714,2264.19,0,25-04-2016,Delivered,ON-TIME
O112718,C13101,266.29,0,24-04-2016,Delivered,ON-TIME
O112719,C13103,0,0,24-04-2016,Delivered,ON-TIME
O112720,C13104,601.8,0,24-04-2016,Delivered,ON-TIME
O112721,C13105,114.66,0,25-04-2016,Delivered,ON-TIME
O112722,C13106,844.9,0,25-04-2016,Delivered,ON-TIME
O112723,C13107,434.77,0,25-04-2016,Delivered,ON-TIME
O112724,C13108,233.46,0,25-04-2016,Delivered,ON-TIME
O112725,C13109,534.78,0,24-04-2016,Delivered,ON-TIME
O112726,C13102,327.89,0,24-04-2016,Delivered,ON-TIME
O112727,C11508,281.18,0,24-04-2016,Delivered,ON-TIME
O112728,C11390,1523.48,0,25-04-2016,Delivered,ON-TIME
O112729,C12715,62.82,0,27-04-2016,Delivered,ON-TIME
O112730,C11045,474.86,0,25-04-2016,Delivered,ON-TIME
O112731,C100912,418.63,0,25-04-2016,Delivered,ON-TIME
O112732,C11610,351.31,0,25-04-2016,Delivered,LATE
O112733,C13111,875.5,0,25-04-2016,Delivered,ON-TIME
O112734,C13112,527.85,0,25-04-2016,Delivered,ON-TIME
O112735,C11368,1107.79,0,25-04-2016,Delivered,ON-TIME
O112736,C10575,1162.87,0,25-04-2016,Delivered,ON-TIME
O112737,C13040,164.27,0,25-04-2016,Delivered,ON-TIME
O112738,C10517,1387.2,0,25-04-2016,Delivered,ON-TIME
O112739,C13114,820.25,0,25-04-2016,Delivered,ON-TIME
O112740,C1001899,404.18,0,25-04-2016,Delivered,ON-TIME
O112741,C13115,213.47,0,25-04-2016,Delivered,ON-TIME
O112742,C1001808,153.16,0,25-04-2016,Delivered,ON-TIME
O112743,C10122,362.95,0,25-04-2016,Delivered,ON-TIME
O112744,C11365,1979.09,0,25-04-2016,Delivered,ON-TIME
O112745,C12589,899.14,0,25-04-2016,Delivered,ON-TIME
O112746,C11412,156.4,0,25-04-2016,Delivered,ON-TIME
O112747,C10614,644.59,0,25-04-2016,Delivered,ON-TIME
O112748,C10348,798.15,0,25-04-2016,Delivered,ON-TIME
O112749,C10438,5117.04,0,25-04-2016,Delivered,ON-TIME
O112750,C13116,177.3,0,25-04-2016,Delivered,LATE
O112751,C10379,241.4,0,25-04-2016,Delivered,ON-TIME
O112752,C10135,2103.75,0,25-04-2016,Delivered,ON-TIME
O112753,C10399,935.51,0,25-04-2016,Delivered,ON-TIME
O112754,C11669,96.9,0,25-04-2016,Delivered,ON-TIME
O112755,C11668,263.93,0,25-04-2016,Delivered,ON-TIME
O112756,C13117,357,0,25-04-2016,Delivered,ON-TIME
O112757,C10543,231.2,0,25-04-2016,Delivered,ON-TIME
O112758,C100360,909.85,0,25-04-2016,Delivered,ON-TIME
O112759,C12132,287.3,0,25-04-2016,Delivered,ON-TIME
O112760,C10418,1430.17,0,25-04-2016,Delivered,ON-TIME
O112761,C10419,5718.7,0,25-04-2016,Delivered,ON-TIME
O112762,C1001502,259.62,0,25-04-2016,Delivered,ON-TIME
O112763,C1001435,506.31,0,25-04-2016,Delivered,ON-TIME
O112764,C11697,498.19,0,25-04-2016,Delivered,ON-TIME
O112765,C10411,514.42,0,25-04-2016,Delivered,ON-TIME
O112766,C13031,0,0,25-04-2016,Delivered,ON-TIME
O112767,C10962,2956.3,0,25-04-2016,Delivered,ON-TIME
O112768,C10687,1132.09,0,25-04-2016,Delivered,LATE
O112769,C13118,54.71,0,25-04-2016,Delivered,ON-TIME
O112770,C1001892,910.35,0,25-04-2016,Delivered,ON-TIME
O112771,C13119,0,0,25-04-2016,Delivered,ON-TIME
O112772,C10439,806.86,0,25-04-2016,Delivered,ON-TIME
O112773,C10115,476.96,0,25-04-2016,Delivered,ON-TIME
O112774,C100436,1874.25,0,25-04-2016,Delivered,ON-TIME
O112775,C10214,4159.05,0,25-04-2016,Delivered,ON-TIME
O112776,C13103,538.3,0,25-04-2016,Delivered,ON-TIME
O112777,C11136,353.56,0,25-04-2016,Delivered,ON-TIME
O112778,C10455,584.77,0,25-04-2016,Delivered,ON-TIME
O112779,C13120,0,0,25-04-2016,Delivered,ON-TIME
O112780,C11435,643.45,0,25-04-2016,Delivered,ON-TIME
O112781,C13121,515.08,0,25-04-2016,Delivered,ON-TIME
O112782,C13122,127.5,0,25-04-2016,Delivered,ON-TIME
O112783,C11665,584.8,0,25-04-2016,Delivered,ON-TIME
O112784,C1001428,1136.71,0,25-04-2016,Delivered,ON-TIME
O112785,C11399,255,0,25-04-2016,Delivered,ON-TIME
O112786,C10455,246.33,0,25-04-2016,Delivered,LATE
O112787,C11156,1150.36,0,25-04-2016,Delivered,ON-TIME
O112788,C13123,2544.97,0,25-04-2016,Delivered,ON-TIME
O112789,C100176,1428.95,0,25-04-2016,Delivered,ON-TIME
O112790,C13124,35.48,0,25-04-2016,Delivered,ON-TIME
O112791,C10656,1136.03,0,25-04-2016,Delivered,ON-TIME
O112792,C11619,643.82,0,25-04-2016,Delivered,ON-TIME
O112793,C13124,35.48,0,25-04-2016,Delivered,ON-TIME
O112794,C10341,434.63,0,25-04-2016,Delivered,ON-TIME
O112795,C1001388,902.37,0,25-04-2016,Delivered,ON-TIME
O112796,C13124,589.37,0,25-04-2016,Delivered,ON-TIME
O112797,C10524,589.37,0,25-04-2016,Delivered,ON-TIME
O112798,C1001763,1830.62,0,25-04-2016,Delivered,ON-TIME
O112799,C12258,1803.69,0,25-04-2016,Delivered,ON-TIME
O112800,C12133,739.5,0,25-04-2016,Delivered,ON-TIME
O112801,C10437,1192.64,0,25-04-2016,Delivered,ON-TIME
O112802,C13125,423.3,0,25-04-2016,Delivered,ON-TIME
O112803,C13126,655.61,0,25-04-2016,Delivered,ON-TIME
O112804,C100625,178.83,0,25-04-2016,Delivered,LATE
O112805,C10493,753.11,0,25-04-2016,Delivered,ON-TIME
O112806,C13059,60.85,0,25-04-2016,Delivered,ON-TIME
O112807,C100682,0,0,25-04-2016,Delivered,ON-TIME
O112808,C11267,885.7,0,25-04-2016,Delivered,ON-TIME
O112809,C10927,1258.6,0,25-04-2016,Delivered,ON-TIME
O112810,C10929,586.11,0,25-04-2016,Delivered,ON-TIME
O112811,C13127,27.54,0,25-04-2016,Delivered,ON-TIME
O112812,C11043,1168.75,0,29-04-2016,Delivered,ON-TIME
O112813,C11044,711.28,0,25-04-2016,Delivered,ON-TIME
O112814,C10371,320.96,0,25-04-2016,Delivered,ON-TIME
O112815,C10438,232.9,0,25-04-2016,Delivered,ON-TIME
O112816,C13129,232.9,0,25-04-2016,Delivered,ON-TIME
O112817,C13130,272,0,25-04-2016,Delivered,ON-TIME
O112818,C13128,84.15,0,25-04-2016,Delivered,ON-TIME
O112819,C13131,795.01,0,25-04-2016,Delivered,ON-TIME
O112820,C13132,0,0,25-04-2016,Delivered,ON-TIME
O112821,C12857,208.59,0,25-04-2016,Delivered,ON-TIME
O112822,C13133,315.28,0,25-04-2016,Delivered,LATE
O112823,C10633,1622.25,0,25-04-2016,Delivered,ON-TIME
O112824,C13129,232.9,0,25-04-2016,Delivered,ON-TIME
O112825,C11102,137.52,0,25-04-2016,Delivered,ON-TIME
O112826,C11423,175.7,0,08-05-2016,Delivered,ON-TIME
O112827,C13134,439.48,0,25-04-2016,Delivered,ON-TIME
